CG	OMIM_ID	REF_SEQ	e_value	gene	description	disease
CG5594-PD	600968	NP_000330	2e-54	NCCT;SLC12A3;TSC	SLC12A3;SODIUM-CHLORIDE COTRANSPORTER, THIAZIDE-SENSITIVE; NCCT;THIAZIDE-SENSITIVE NA-CL COTRANSPORTER; TSC	Gitelman syndrome, 263800 (3)
CG33124-PA	601843	NP_000444	2e-54	SLC5A5;NIS	SODIUM-IODIDE SYMPORTER; NIS	Hypothyroidism, congenital, 274400 (3)
CG5962-PA	181031	NP_000532	2e-54	SAG	ARRESTIN;S-ARRESTIN	Oguchi disease-1, 258100 (3)
CG4486-PA	605325	NP_000768	2e-54	CYP3A5;P450PCN3	P450PCN3	{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3)
CG2062-PA	601310	NP_000769	2e-54		CYP4AII;OMEGA-HYDROXYLASE, FATTY ACID	
CG8799-PA	171050	NP_000918	2e-54	ABCB1;MDR1;PGY1	DOXORUBICIN RESISTANCE;GP170;MULTIDRUG RESISTANCE 1; MDR1;P-GLYCOPROTEIN 1; PGY1	Colchicine resistance (3)
CG7075-PA	608893	NP_001003841	2e-54	HND;SLC6A19	SLC6A19;SYSTEM B(0) NEUTRAL AMINO ACID TRANSPORTER 1	Hartnup disorder, 234500 (3)
CG8905-PA	147460	NP_001019637	2e-54		INDOPHENOLOXIDASE B; IPO-B;MANGANESE SUPEROXIDE DISMUTASE; MNSOD;SUPEROXIDE DISMUTASE, MITOCHONDRIAL	
CG17975-PA	138190	NP_001033	2e-54	SLC2A4;GLUT4	4; SLC2A4;GLUCOSE TRANSPORTER 4; GLUT4;GLUCOSE TRANSPORTER, INSULIN-RESPONSIVE	{Diabetes mellitus, noninsulin-dependent} (3)
CG4685-PA	107323	NP_001173	2e-54		ANTIQUITIN; ATQ1	
CG1464-PA	167409	NP_003978	2e-54	PAX2		Optic nerve coloboma with renal disease, 120330 (3);Renal hypoplasia, isolated (3)
CG1464-PA	167409	NP_003979	2e-54	PAX2		Optic nerve coloboma with renal disease, 120330 (3);Renal hypoplasia, isolated (3)
CG1464-PA	167409	NP_003980	2e-54	PAX2		Optic nerve coloboma with renal disease, 120330 (3);Renal hypoplasia, isolated (3)
CG1464-PA	167409	NP_003981	2e-54	PAX2		Optic nerve coloboma with renal disease, 120330 (3);Renal hypoplasia, isolated (3)
CG12529-PA	138090	NP_004276	2e-54	H6PD;GDH;G6PDH	G6PD, H FORM; G6PDH;GDH/6PGL ENDOPLASMIC BIFUNCTIONAL PROTEIN;GLUCOSE 1-DEHYDROGENASE;GLUCOSE DEHYDROGENASE; GDH;GLUCOSE-6-PHOSPHATE DEHYDROGENASE, SALIVARY;HEXOSE-6-PHOSPHATE DEHYDROGENASE PRECURSOR	Cortisone reductase deficiency, 604931 (3)
CG12529-PB	138090	NP_004276	2e-54	H6PD;GDH;G6PDH	G6PD, H FORM; G6PDH;GDH/6PGL ENDOPLASMIC BIFUNCTIONAL PROTEIN;GLUCOSE 1-DEHYDROGENASE;GLUCOSE DEHYDROGENASE; GDH;GLUCOSE-6-PHOSPHATE DEHYDROGENASE, SALIVARY;HEXOSE-6-PHOSPHATE DEHYDROGENASE PRECURSOR	Cortisone reductase deficiency, 604931 (3)
CG1824-PA	300135	NP_004290	2e-54	ABC7;ABCB7;ASAT	ABC TRANSPORTER 7;ATP-BINDING CASSETTE 7; ABC7;ATP-BINDING CASSETTE TRANSPORTER 7	Anemia, sideroblastic, with ataxia, 301310 (3)
CG5069-PA	602402	NP_005242	2e-54	FKHL14;FOXC2;MFH1	FORKHEAD, DROSOPHILA, HOMOLOG-LIKE 14; FKHL14;LYMPHEDEMA-DISTICHIASIS SYNDROME WITH RENAL DISEASE AND DIABETES MELLITUS,;MESENCHYME FORKHEAD 1; MFH1	Lymphedema and ptosis, 153000 (3);Lymphedema, hereditary II, 153200 (3);Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus (3);Lymphedema-distichiasis syndrome, 153400 (3);Yellow nail syndrome, 153300 (3)
CG1429-PE	600660	NP_005578	2e-54	ADCAD1;MEF2A		Coronary artery disease, autosomal dominant, 1, 608320 (3)
CG5289-PA	601023	NP_009057	2e-54	IBMPFD;VCP	CDC48, YEAST, HOMOLOG OF;p97	Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia, 167320 (3)
CG2202-PA	314995	NP_009061	2e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG6654-PA	314995	NP_009061	2e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG10243-PA	124010	NP_059488	2e-54		CYP3; CYP3A;CYTOCHROME P450PCN1;GLUCOCORTICOID-INDUCIBLE P450; P450C3;NIFEDIPINE OXIDASE;P450, FAMILY III;P450-III, STEROID-INDUCIBLE	
CG10175-PA	300427	NP_065793	2e-54	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG10175-PC	300427	NP_065793	2e-54	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG32697-PA	151460	NP_563578	2e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PB	151460	NP_563578	2e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PC	151460	NP_563578	2e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PD	151460	NP_563578	2e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG2202-PA	314995	NP_700359	2e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG6654-PA	314995	NP_700359	2e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG10175-PA	300427	NP_851849	2e-54	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG10175-PC	300427	NP_851849	2e-54	ASPGX2;AUTSX2;KIAA1260;NLGN4	KIAA1260	Mental retardation, X-linked, 300495 (3);{Asperger syndrome, susceptibility to, X-linked-2}, 300497 (3);{Autism, susceptibility to, X-linked-2}, 300495 (3)
CG7362-PA	609712	NP_870986	2e-54	PK1;PKLR	PKRL;PYRUVATE KINASE 1; PK1;PYRUVATE KINASE, LIVER TYPE; PKL;PYRUVATE KINASE, RED CELL TYPE; PKR	Pyruvate kinase deficiency, 266200 (3)
CG13691-PA	608132	NP_938051	2e-54	BBS8;TTC8	BBS8 GENE	Bardet-Biedl syndrome 8, 209900 (3)
CG4685-PA	107323	XP_001127838	2e-54		ANTIQUITIN; ATQ1	
CG7223-PA	147370	NP_000866	3e-54	IGF1R		Intrauterine and postnatal growth retardation (3)
CG7223-PB	147370	NP_000866	3e-54	IGF1R		Intrauterine and postnatal growth retardation (3)
CG7223-PC	147370	NP_000866	3e-54	IGF1R		Intrauterine and postnatal growth retardation (3)
CG1041-PA	600528	NP_001027017	3e-54	CPT1A	CPT I, LIVER;CPT IA;CPT1	CPT deficiency, hepatic, type IA, 255120 (3)
CG32697-PA	151460	NP_002829	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PB	151460	NP_002829	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PC	151460	NP_002829	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PD	151460	NP_002829	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG10226-PA	601439	NP_005682	3e-54	ABCC9;CMD1O;SUR2	SULFONYLUREA RECEPTOR 2; SUR2	Cardiomyopathy, dilated, 1O, 608569 (3)
CG6604-PA	601621	NP_005987	3e-54	TBX3		Ulnar-mammary syndrome, 181450 (3)
CG7881-PA	604322	NP_036566	3e-54	SLC17A5;SIASD;SLD	5; SLC17A5;SIALIN	Salla disease, 604369 (3);Sialic acid storage disorder, infantile, 269920 (3)
CG18347-PA	603859	NP_055066	3e-54	CTLN2;SLC25A13	CITRIN	Citrullinemia, adult-onset type II, 603471 (3);Citrullinemia, type II, neonatal-onset, 605814 (3)
CG31472-PA	603287	NP_060599	3e-54	PNPO	PYRIDOXAMINE-PHOSPHATE OXIDASE	Pyridoxamine 5'-phosphate oxidase deficiency, 610090 (3)
CG31472-PB	603287	NP_060599	3e-54	PNPO	PYRIDOXAMINE-PHOSPHATE OXIDASE	Pyridoxamine 5'-phosphate oxidase deficiency, 610090 (3)
CG7627-PA	171060	NP_061337	3e-54	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG10226-PA	601439	NP_064694	3e-54	ABCC9;CMD1O;SUR2	SULFONYLUREA RECEPTOR 2; SUR2	Cardiomyopathy, dilated, 1O, 608569 (3)
CG7210-PA	605379	NP_071324	3e-54	GAN;GAN1	GAN1;GIGAXONIN	Giant axonal neuropathy-1, 256850 (3)
CG7210-PB	605379	NP_071324	3e-54	GAN;GAN1	GAN1;GIGAXONIN	Giant axonal neuropathy-1, 256850 (3)
CG4007-PA	134935	NP_075252	3e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PA	134935	NP_075252	3e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PB	134935	NP_075252	3e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG32697-PA	151460	NP_563579	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PB	151460	NP_563579	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PC	151460	NP_563579	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG32697-PD	151460	NP_563579	3e-54	CD45;LCA;PTPRC	B220;CD45;CD45R;LEUKOCYTE-COMMON ANTIGEN; LCA;Ly5, HOMOLOG OF;T200 GLYCOPROTEIN	Severe combined immunodeficiency due to PTPRC deficiency (3);{Hepatitic C virus, susceptibility to}, 609532 (3);{Multiple sclerosis, susceptibility to}, 126200 (3)
CG14396-PA	147670	NP_000199	4e-54	HHF5;INSR		Diabetes mellitus, insulin-resistant, with acanthosis nigricans, 610549 (3);Hyperinsulinemic hypoglycemia, familial, 5, 609968 (3);Leprechaunism, 246200 (3);Rabson-Mendenhall syndrome, 262190 (3)
CG14396-PB	147670	NP_000199	4e-54	HHF5;INSR		Diabetes mellitus, insulin-resistant, with acanthosis nigricans, 610549 (3);Hyperinsulinemic hypoglycemia, familial, 5, 609968 (3);Leprechaunism, 246200 (3);Rabson-Mendenhall syndrome, 262190 (3)
CG14396-PC	147670	NP_000199	4e-54	HHF5;INSR		Diabetes mellitus, insulin-resistant, with acanthosis nigricans, 610549 (3);Hyperinsulinemic hypoglycemia, familial, 5, 609968 (3);Leprechaunism, 246200 (3);Rabson-Mendenhall syndrome, 262190 (3)
CG14396-PD	147670	NP_000199	4e-54	HHF5;INSR		Diabetes mellitus, insulin-resistant, with acanthosis nigricans, 610549 (3);Hyperinsulinemic hypoglycemia, familial, 5, 609968 (3);Leprechaunism, 246200 (3);Rabson-Mendenhall syndrome, 262190 (3)
CG14396-PE	147670	NP_000199	4e-54	HHF5;INSR		Diabetes mellitus, insulin-resistant, with acanthosis nigricans, 610549 (3);Hyperinsulinemic hypoglycemia, familial, 5, 609968 (3);Leprechaunism, 246200 (3);Rabson-Mendenhall syndrome, 262190 (3)
CG9262-PA	176260	NP_000208	4e-54	AEMK;EA1;KCNA1	1; KCNA1;KV1.1;MK1, MOUSE, HOMOLOG OF	Episodic ataxia/myokymia syndrome, 160120 (3)
CG6508-PA	179820	NP_000528	4e-54	REN		Renal tubular dysgenesis, 267430 (3);[Hyperproreninemia] (3)
CG14723-PA	137192	NP_000805	4e-54	GABRB3	GABA-A RECEPTOR, BETA-3 POLYPEPTIDE	Insomnia (3) (?)
CG8049-PA	191315	NP_001007793	4e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PB	191315	NP_001007793	4e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PC	191315	NP_001007793	4e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PD	191315	NP_001007793	4e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG10023-PA	176947	NP_001070	4e-54	SRK;STD;ZAP70	PROTEIN TYROSINE KINASE ZAP70;SYK-RELATED TYROSINE KINASE; SRK;ZETA-ASSOCIATED PROTEIN, 70-KD	Selective T-cell defect (3)
CG10023-PB	176947	NP_001070	4e-54	SRK;STD;ZAP70	PROTEIN TYROSINE KINASE ZAP70;SYK-RELATED TYROSINE KINASE; SRK;ZETA-ASSOCIATED PROTEIN, 70-KD	Selective T-cell defect (3)
CG10023-PC	176947	NP_001070	4e-54	SRK;STD;ZAP70	PROTEIN TYROSINE KINASE ZAP70;SYK-RELATED TYROSINE KINASE; SRK;ZETA-ASSOCIATED PROTEIN, 70-KD	Selective T-cell defect (3)
CG5092-PA	601215	NP_001175	4e-54	ATR;FRP1;SCKL	FRAP-RELATED PROTEIN 1; FRP1	Seckel syndrome 1, 210600 (3)
CG4007-PA	134935	NP_002002	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PA	134935	NP_002002	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PB	134935	NP_002002	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG10181-PA	300135	NP_004290	4e-54	ABC7;ABCB7;ASAT	ABC TRANSPORTER 7;ATP-BINDING CASSETTE 7; ABC7;ATP-BINDING CASSETTE TRANSPORTER 7	Anemia, sideroblastic, with ataxia, 301310 (3)
CG4926-PA	600997	NP_004433	4e-54	CAPB;DRT;EPHB2;EPHT3;ERK;PCBC	DEVELOPMENTALLY REGULATED EPH-RELATED TYROSINE KINASE; DRT;ELK-RELATED TYROSINE KINASE; ERK;EPH TYROSINE KINASE 3; EPHT3;HEK5	Prostate cancer, progression and metastasis of, 603688 (3)
CG4677-PA	165230	NP_005261	4e-54	GLI2;HPE9	ONCOGENE GLI2	Holoprosencephaly-9, 610829 (3);Pituitary anomalies with holoprosencephaly-like features (3)
CG4677-PB	165230	NP_005261	4e-54	GLI2;HPE9	ONCOGENE GLI2	Holoprosencephaly-9, 610829 (3);Pituitary anomalies with holoprosencephaly-like features (3)
CG2767-PA	604741	NP_005980	4e-54		5-@BETA-REDUCTASE;DELTA(4)-3-OXOSTEROID 5-BETA-REDUCTASE;STEROID 5-BETA-REDUCTASE; SRD5B1	
CG4926-PA	600997	NP_059145	4e-54	CAPB;DRT;EPHB2;EPHT3;ERK;PCBC	DEVELOPMENTALLY REGULATED EPH-RELATED TYROSINE KINASE; DRT;ELK-RELATED TYROSINE KINASE; ERK;EPH TYROSINE KINASE 3; EPHT3;HEK5	Prostate cancer, progression and metastasis of, 603688 (3)
CG14723-PA	137192	NP_068712	4e-54	GABRB3	GABA-A RECEPTOR, BETA-3 POLYPEPTIDE	Insomnia (3) (?)
CG4007-PA	134935	NP_998812	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PA	134935	NP_998812	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG7873-PB	134935	NP_998812	4e-54	FGFR4	TYROSINE KINASE RELATED TO FIBROBLAST GROWTH FACTOR RECEPTOR; TKF	{Cancer progression/metastasis} (3)
CG8665-PA	107323	XP_001127838	4e-54		ANTIQUITIN; ATQ1	
CG7329-PA	278000	NP_000226	5e-54	LIPA	ACID CHOLESTERYL ESTER HYDROLASE DEFICIENCY, TYPE 2;ACID CHOLESTERYL ESTER HYDROLASE DEFICIENCY, WOLMAN TYPE;CHOLESTEROL ESTER HYDROLASE DEFICIENCY;CHOLESTEROL ESTER STORAGE DISEASE; CESD;CHOLESTERYL ESTER STORAGE DISEASE;LAL DEFICIENCY;LIPA DEFICIENCY;LYSOSOMAL ACID LIPASE DEFICIENCY	Cholesteryl ester storage disease (3);Wolman disease (3)
CG1771-PB	607759	NP_000410	5e-54	CD41B;GP2B;ITGA2B	CD41B;GP2B;PLATELET FIBRINOGEN RECEPTOR, ALPHA SUBUNIT;PLATELET GLYCOPROTEIN IIb; GPIIb	Glanzmann thrombasthenia, type A, 273800 (3);Thrombocytopenia, neonatal alloimmune (1)
CG10178-PA	191740	NP_000454	5e-54	GNT1;UGT1;UGT1A1	GNT1;PHENOL/BILIRUBIN UDP-GLUCURONOSYLTRANSFERASE;UDP-GLYCOSYLTRANSFERASE 1;URIDINE DIPHOSPHATE GLUCURONOSYLTRANSFERASE, BILIRUBIN/PHENOL;URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A1;URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 1; UGT1	Crigler-Najjar syndrome, type I, 218800 (3);Crigler-Najjar syndrome, type II, 606785 (3);Hyperbilirubinemia, familial transcient neonatal, 237900 (3);[Gilbert syndrome], 143500 (3)
CG10248-PA	605325	NP_000768	5e-54	CYP3A5;P450PCN3	P450PCN3	{Hypertension, salt-sensitive essential, susceptibility to}, 145500 (3)
CG8049-PA	191315	NP_001012331	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PB	191315	NP_001012331	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PC	191315	NP_001012331	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PD	191315	NP_001012331	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PA	191315	NP_002520	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PB	191315	NP_002520	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PC	191315	NP_002520	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG8049-PD	191315	NP_002520	5e-54	MTC;NTRK1;TRKA	TYROSINE KINASE RECEPTOR A; TRKA;TYROSINE KINASE RECEPTOR; TRK	Insensitivity to pain, congenital, with anhidrosis, 256800 (3);Medullary thyroid carcinoma, familial, 155240 (3)
CG10000-PA	601756	NP_004473	5e-54	GALNT3;HFTC;HHS	3; GALNT3;GalNAc TRANSFERASE 3; GalNAcT3;POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 3	Hyperostosis-hyperphosphatemia syndrome, 610233 (3);Tumoral calcinosis, hyperphosphatemic, familial, 211900 (3)
CG2711-PA	314995	NP_009061	5e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG9262-PA	607604	NP_598004	5e-54		KV11.1	
CG2711-PA	314995	NP_700359	5e-54	MRX89;ZNF41		Mental retardation, X-linked-89 (3)
CG4562-PA	171060	NP_000434	6e-54	ABCB4;MDR3;PGY3	MULTIDRUG RESISTANCE 3; MDR3;P-GLYCOPROTEIN 3; PGY3	Cholestasis, familial intrahepatic, of pregnancy, 147480 (3);Cholestasis, progressive familial intrahepatic 3, 602347 (3);Gallbladder disease 1, 600803 (3)
CG2692-PA	167409	NP_003979	6e-54	PAX2		Optic nerve coloboma with renal disease, 120330 (3);Renal hypoplasia, isolated (3)
CG17309-PA	136350	NP_056934	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17309-PB	136350	NP_056934	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17309-PC	136350	NP_056934	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17309-PD	136350	NP_056934	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17309-PE	136350	NP_056934	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17577-PA	124010	NP_059488	6e-54		CYP3; CYP3A;CYTOCHROME P450PCN1;GLUCOCORTICOID-INDUCIBLE P450; P450C3;NIFEDIPINE OXIDASE;P450, FAMILY III;P450-III, STEROID-INDUCIBLE	
CG6608-PA	606521	NP_068380	6e-54	DNC;MCPHA;MUP1;SLC25A19	MEMBER 19; SLC25A19;MITOCHONDRIAL DEOXYNUCLEOTIDE CARRIER; DNC;MITOCHONDRIAL UNCOUPLING PROTEIN 1; MUP1	Microcephaly, Amish type, 607196 (3)
CG6608-PB	606521	NP_068380	6e-54	DNC;MCPHA;MUP1;SLC25A19	MEMBER 19; SLC25A19;MITOCHONDRIAL DEOXYNUCLEOTIDE CARRIER; DNC;MITOCHONDRIAL UNCOUPLING PROTEIN 1; MUP1	Microcephaly, Amish type, 607196 (3)
CG17309-PA	136350	NP_075593	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
CG17309-PB	136350	NP_075593	6e-54	FGFR1;FLT2;KAL2	FMS-LIKE GENE; FLG;FMS-LIKE TYROSINE KINASE 2; FLT2	Jackson-Weiss syndrome, 123150 (3);Kallmann syndrome 2, 147950 (3);Pfeiffer syndrome, 101600 (3)
